<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
SBER;D;20151202;000000;102.5000000
SBER;D;20151203;000000;104.0000000
SBER;D;20151204;000000;103.0500000
SBER;D;20151207;000000;103.0000000
SBER;D;20151208;000000;97.0000000
SBER;D;20151209;000000;100.6600000
SBER;D;20151210;000000;100.1300000
SBER;D;20151211;000000;98.1500000
SBER;D;20151214;000000;97.7000000
SBER;D;20151215;000000;100.0000000
SBER;D;20151216;000000;102.4500000
SBER;D;20151217;000000;103.7500000
SBER;D;20151218;000000;98.8100000
SBER;D;20151221;000000;98.7300000
SBER;D;20151222;000000;99.8000000
SBER;D;20151223;000000;102.9600000
SBER;D;20151224;000000;101.3500000
SBER;D;20151225;000000;101.3400000
SBER;D;20151228;000000;100.2000000
SBER;D;20151229;000000;101.8200000
SBER;D;20151230;000000;101.2600000
SBER;D;20160104;000000;98.0100000
SBER;D;20160105;000000;98.8900000
SBER;D;20160106;000000;96.8500000
SBER;D;20160111;000000;91.0300000
SBER;D;20160112;000000;91.7100000
SBER;D;20160113;000000;91.5000000
SBER;D;20160114;000000;93.0400000
SBER;D;20160115;000000;87.2700000
SBER;D;20160118;000000;86.1500000
SBER;D;20160119;000000;86.6800000
SBER;D;20160120;000000;83.8300000
SBER;D;20160121;000000;86.0000000
SBER;D;20160122;000000;91.5000000
SBER;D;20160125;000000;91.0000000
SBER;D;20160126;000000;91.5000000
SBER;D;20160127;000000;95.7500000
SBER;D;20160128;000000;96.6900000
SBER;D;20160129;000000;96.5000000
SBER;D;20160201;000000;96.5000000
SBER;D;20160202;000000;94.4000000
SBER;D;20160203;000000;94.5300000
SBER;D;20160204;000000;97.5700000
SBER;D;20160205;000000;97.2000000
SBER;D;20160208;000000;94.7000000
SBER;D;20160209;000000;93.8900000
SBER;D;20160210;000000;96.3500000
SBER;D;20160211;000000;94.2000000
SBER;D;20160212;000000;94.8500000
SBER;D;20160215;000000;95.2500000
SBER;D;20160216;000000;96.5100000
SBER;D;20160217;000000;99.2000000
SBER;D;20160218;000000;102.7000000
SBER;D;20160219;000000;101.5000000
SBER;D;20160220;000000;102.3500000
SBER;D;20160222;000000;103.2000000
SBER;D;20160224;000000;102.1000000
SBER;D;20160225;000000;104.0500000
SBER;D;20160226;000000;106.2400000
SBER;D;20160229;000000;107.0000000
SBER;D;20160301;000000;108.2600000
SBER;D;20160302;000000;106.1200000
SBER;D;20160303;000000;106.9900000
SBER;D;20160304;000000;108.9900000
SBER;D;20160307;000000;109.4700000
SBER;D;20160309;000000;108.1500000
SBER;D;20160310;000000;108.8400000
SBER;D;20160311;000000;109.2600000
SBER;D;20160314;000000;109.2600000
SBER;D;20160315;000000;106.4600000
SBER;D;20160316;000000;107.0000000
SBER;D;20160317;000000;109.4700000
SBER;D;20160318;000000;112.4000000
SBER;D;20160321;000000;112.0700000
SBER;D;20160322;000000;111.4900000
SBER;D;20160323;000000;109.1000000
SBER;D;20160324;000000;108.0600000
SBER;D;20160325;000000;109.1000000
SBER;D;20160328;000000;108.1200000
SBER;D;20160329;000000;107.0500000
SBER;D;20160330;000000;109.1500000
SBER;D;20160331;000000;109.9000000
SBER;D;20160401;000000;108.5200000
SBER;D;20160404;000000;108.2000000
SBER;D;20160405;000000;106.8700000
SBER;D;20160406;000000;108.0000000
SBER;D;20160407;000000;108.5100000
SBER;D;20160408;000000;112.9200000
SBER;D;20160411;000000;117.3500000
SBER;D;20160412;000000;117.9500000
SBER;D;20160413;000000;119.5000000
SBER;D;20160414;000000;119.3000000
SBER;D;20160415;000000;119.3000000
SBER;D;20160418;000000;118.2000000
SBER;D;20160419;000000;121.5000000
SBER;D;20160420;000000;123.7500000
SBER;D;20160421;000000;119.1700000
SBER;D;20160422;000000;121.2500000
SBER;D;20160425;000000;120.0800000
SBER;D;20160426;000000;119.7000000
SBER;D;20160427;000000;120.8000000
SBER;D;20160428;000000;124.3900000
SBER;D;20160429;000000;123.5500000
SBER;D;20160504;000000;120.9600000
SBER;D;20160505;000000;120.9200000
SBER;D;20160506;000000;120.6400000
SBER;D;20160510;000000;119.5500000
SBER;D;20160511;000000;123.4500000
SBER;D;20160512;000000;121.2000000
SBER;D;20160513;000000;121.0700000
SBER;D;20160516;000000;122.6000000
SBER;D;20160517;000000;122.7100000
SBER;D;20160518;000000;123.1200000
SBER;D;20160519;000000;120.5000000
SBER;D;20160520;000000;121.9000000
SBER;D;20160523;000000;121.5100000
SBER;D;20160524;000000;123.5000000
SBER;D;20160525;000000;127.8700000
SBER;D;20160526;000000;132.1600000
SBER;D;20160527;000000;133.2000000
SBER;D;20160530;000000;134.4500000
SBER;D;20160531;000000;132.5600000
SBER;D;20160601;000000;131.3600000
SBER;D;20160602;000000;132.3000000
SBER;D;20160603;000000;131.5900000
SBER;D;20160606;000000;133.9900000
SBER;D;20160607;000000;139.9700000
SBER;D;20160608;000000;139.3900000
SBER;D;20160609;000000;139.6100000
SBER;D;20160610;000000;133.5000000
SBER;D;20160614;000000;127.0800000
SBER;D;20160615;000000;129.8900000
SBER;D;20160616;000000;127.1000000
SBER;D;20160617;000000;128.7000000
SBER;D;20160620;000000;132.1300000
SBER;D;20160621;000000;133.3900000
SBER;D;20160622;000000;134.8100000
SBER;D;20160623;000000;138.0000000
SBER;D;20160624;000000;133.4000000
SBER;D;20160627;000000;126.2000000
SBER;D;20160628;000000;129.5700000
SBER;D;20160629;000000;133.8800000
SBER;D;20160630;000000;133.0000000
SBER;D;20160701;000000;133.8500000
SBER;D;20160704;000000;134.6000000
SBER;D;20160705;000000;131.8500000
SBER;D;20160706;000000;129.3600000
SBER;D;20160707;000000;131.8000000
SBER;D;20160708;000000;134.4100000
SBER;D;20160711;000000;137.2000000
SBER;D;20160712;000000;140.4000000
SBER;D;20160713;000000;139.4000000
SBER;D;20160714;000000;140.0000000
SBER;D;20160715;000000;138.1200000
SBER;D;20160718;000000;139.9300000
SBER;D;20160719;000000;139.4700000
SBER;D;20160720;000000;138.5700000
SBER;D;20160721;000000;138.5000000
SBER;D;20160722;000000;137.8000000
SBER;D;20160725;000000;136.0000000
SBER;D;20160726;000000;135.7500000
SBER;D;20160727;000000;136.9000000
SBER;D;20160728;000000;136.8500000
SBER;D;20160729;000000;139.1500000
SBER;D;20160801;000000;138.5200000
SBER;D;20160802;000000;135.0600000
SBER;D;20160803;000000;135.7300000
SBER;D;20160804;000000;137.1400000
SBER;D;20160805;000000;138.6900000
SBER;D;20160808;000000;139.4500000
SBER;D;20160809;000000;139.2000000
SBER;D;20160810;000000;138.3000000
SBER;D;20160811;000000;139.7000000
SBER;D;20160812;000000;139.4500000
SBER;D;20160815;000000;139.5000000
SBER;D;20160816;000000;138.1000000
SBER;D;20160817;000000;138.4400000
SBER;D;20160818;000000;137.0000000
SBER;D;20160819;000000;135.8000000
SBER;D;20160822;000000;137.3700000
SBER;D;20160823;000000;140.3500000
SBER;D;20160824;000000;139.5000000
SBER;D;20160825;000000;142.8400000
SBER;D;20160826;000000;145.2500000
SBER;D;20160829;000000;143.5500000
SBER;D;20160830;000000;143.1800000
SBER;D;20160831;000000;143.5000000
SBER;D;20160901;000000;144.2500000
SBER;D;20160902;000000;146.8800000
SBER;D;20160905;000000;149.5000000
SBER;D;20160906;000000;150.6400000
SBER;D;20160907;000000;154.3300000
SBER;D;20160908;000000;153.4500000
SBER;D;20160909;000000;151.6000000
SBER;D;20160912;000000;151.4300000
SBER;D;20160913;000000;149.8000000
SBER;D;20160914;000000;150.8600000
SBER;D;20160915;000000;149.1400000
SBER;D;20160916;000000;147.0000000
SBER;D;20160919;000000;148.6600000
SBER;D;20160920;000000;149.3000000
SBER;D;20160921;000000;150.6700000
SBER;D;20160922;000000;154.1800000
SBER;D;20160923;000000;151.5000000
SBER;D;20160926;000000;149.1000000
SBER;D;20160927;000000;147.5300000
SBER;D;20160928;000000;147.1800000
SBER;D;20160929;000000;148.4700000
SBER;D;20160930;000000;145.3400000
SBER;D;20161003;000000;148.8700000
SBER;D;20161004;000000;148.1000000
SBER;D;20161005;000000;147.9500000
SBER;D;20161006;000000;148.9000000
SBER;D;20161007;000000;148.7400000
SBER;D;20161010;000000;151.2700000
SBER;D;20161011;000000;151.3000000
SBER;D;20161012;000000;149.2000000
SBER;D;20161013;000000;146.0900000
SBER;D;20161014;000000;146.7300000
SBER;D;20161017;000000;146.4600000
SBER;D;20161018;000000;147.7400000
SBER;D;20161019;000000;148.6000000
SBER;D;20161020;000000;148.2600000
SBER;D;20161021;000000;148.4200000
SBER;D;20161024;000000;149.1500000
SBER;D;20161025;000000;151.5700000
SBER;D;20161026;000000;150.6700000
SBER;D;20161027;000000;149.3000000
SBER;D;20161028;000000;149.2000000
SBER;D;20161031;000000;147.4000000
SBER;D;20161101;000000;145.8500000
SBER;D;20161102;000000;142.3600000
SBER;D;20161103;000000;142.7500000
SBER;D;20161107;000000;143.4000000
SBER;D;20161108;000000;146.1100000
SBER;D;20161109;000000;151.0400000
SBER;D;20161110;000000;153.3600000
SBER;D;20161111;000000;151.5100000
SBER;D;20161114;000000;150.4000000
SBER;D;20161115;000000;149.8500000
SBER;D;20161116;000000;149.9400000
SBER;D;20161117;000000;149.7500000
SBER;D;20161118;000000;150.0500000
SBER;D;20161121;000000;153.0000000
SBER;D;20161122;000000;155.0000000
SBER;D;20161123;000000;155.2300000
SBER;D;20161124;000000;161.1500000
SBER;D;20161125;000000;160.3600000
SBER;D;20161128;000000;159.4000000
SBER;D;20161129;000000;158.0700000
SBER;D;20161130;000000;158.7000000
SBER;D;20161201;000000;158.7000000
SBER;D;20161202;000000;159.4000000
SBER;D;20161205;000000;162.0200000
SBER;D;20161206;000000;159.3500000
SBER;D;20161207;000000;159.9500000
SBER;D;20161208;000000;168.9800000
SBER;D;20161209;000000;169.6600000
SBER;D;20161212;000000;175.4000000
SBER;D;20161213;000000;176.9000000
SBER;D;20161214;000000;173.7000000
SBER;D;20161215;000000;174.9200000
SBER;D;20161216;000000;173.9000000
SBER;D;20161219;000000;174.3000000
SBER;D;20161220;000000;175.9000000
SBER;D;20161221;000000;174.7100000
SBER;D;20161222;000000;170.0000000
SBER;D;20161223;000000;171.1500000
SBER;D;20161226;000000;171.9700000
SBER;D;20161227;000000;172.2700000
SBER;D;20161228;000000;170.1000000
SBER;D;20161229;000000;171.3000000
SBER;D;20161230;000000;173.2500000
SBER;D;20170103;000000;180.1200000
SBER;D;20170104;000000;175.9500000
SBER;D;20170105;000000;171.9000000
SBER;D;20170106;000000;170.6900000
SBER;D;20170109;000000;168.3500000
SBER;D;20170110;000000;171.6000000
SBER;D;20170111;000000;169.0500000
SBER;D;20170112;000000;168.2700000
SBER;D;20170113;000000;164.9000000
SBER;D;20170116;000000;164.6600000
SBER;D;20170117;000000;165.9800000
SBER;D;20170118;000000;165.2400000
SBER;D;20170119;000000;166.3000000
SBER;D;20170120;000000;167.4900000
SBER;D;20170123;000000;166.7500000
SBER;D;20170124;000000;170.2500000
SBER;D;20170125;000000;170.2600000
SBER;D;20170126;000000;173.7900000
SBER;D;20170127;000000;178.9200000
SBER;D;20170130;000000;174.6000000
SBER;D;20170131;000000;172.2000000
SBER;D;20170201;000000;173.9000000
SBER;D;20170202;000000;172.8300000
SBER;D;20170203;000000;173.8000000
SBER;D;20170206;000000;172.8700000
SBER;D;20170207;000000;173.4700000
SBER;D;20170208;000000;171.2000000
SBER;D;20170209;000000;168.8000000
SBER;D;20170210;000000;165.5000000
SBER;D;20170213;000000;164.7000000
SBER;D;20170214;000000;162.7000000
SBER;D;20170215;000000;163.5000000
SBER;D;20170216;000000;166.4900000
SBER;D;20170217;000000;165.4900000
SBER;D;20170220;000000;165.4400000
SBER;D;20170221;000000;167.0000000
SBER;D;20170222;000000;165.9000000
SBER;D;20170224;000000;165.5100000
SBER;D;20170227;000000;160.9500000
SBER;D;20170228;000000;156.0000000
SBER;D;20170301;000000;160.0000000
SBER;D;20170302;000000;163.4000000
SBER;D;20170303;000000;164.4000000
SBER;D;20170306;000000;162.0000000
SBER;D;20170307;000000;160.9800000
SBER;D;20170309;000000;156.2000000
SBER;D;20170310;000000;157.5000000
SBER;D;20170313;000000;158.9200000
SBER;D;20170314;000000;157.4200000
SBER;D;20170315;000000;156.2000000
SBER;D;20170316;000000;158.3500000
SBER;D;20170317;000000;161.1500000
SBER;D;20170320;000000;163.8000000
SBER;D;20170321;000000;162.9800000
SBER;D;20170322;000000;162.9200000
SBER;D;20170323;000000;164.1500000
SBER;D;20170324;000000;164.5200000
SBER;D;20170327;000000;162.6900000
SBER;D;20170328;000000;163.6600000
SBER;D;20170329;000000;163.2200000
SBER;D;20170330;000000;163.5000000
SBER;D;20170331;000000;159.8000000
SBER;D;20170403;000000;161.8000000
SBER;D;20170404;000000;163.5000000
SBER;D;20170405;000000;168.1000000
SBER;D;20170406;000000;167.4900000
SBER;D;20170407;000000;161.4900000
SBER;D;20170410;000000;155.2000000
SBER;D;20170411;000000;156.0000000
SBER;D;20170412;000000;150.2800000
SBER;D;20170413;000000;152.0000000
SBER;D;20170414;000000;149.2400000
SBER;D;20170417;000000;153.9900000
SBER;D;20170418;000000;153.4000000
SBER;D;20170419;000000;153.6000000
SBER;D;20170420;000000;158.2100000
SBER;D;20170421;000000;159.5900000
SBER;D;20170424;000000;162.5000000
SBER;D;20170425;000000;162.5500000
SBER;D;20170426;000000;165.0500000
SBER;D;20170427;000000;164.6900000
SBER;D;20170428;000000;165.2000000
SBER;D;20170502;000000;166.6400000
SBER;D;20170503;000000;164.7100000
SBER;D;20170504;000000;165.5000000
SBER;D;20170505;000000;165.8000000
SBER;D;20170510;000000;170.8000000
SBER;D;20170511;000000;169.9700000
SBER;D;20170512;000000;167.7000000
SBER;D;20170515;000000;171.3500000
SBER;D;20170516;000000;170.6600000
SBER;D;20170517;000000;169.2400000
SBER;D;20170518;000000;166.5000000
SBER;D;20170519;000000;168.8700000
SBER;D;20170522;000000;168.0300000
SBER;D;20170523;000000;166.3100000
SBER;D;20170524;000000;165.7000000
SBER;D;20170525;000000;164.0500000
SBER;D;20170526;000000;160.7000000
SBER;D;20170529;000000;163.9000000
SBER;D;20170530;000000;161.6400000
SBER;D;20170531;000000;155.9300000
SBER;D;20170601;000000;153.0000000
SBER;D;20170602;000000;157.1400000
SBER;D;20170605;000000;154.7000000
SBER;D;20170606;000000;152.8000000
SBER;D;20170607;000000;152.8200000
SBER;D;20170608;000000;151.9300000
SBER;D;20170609;000000;150.1300000
SBER;D;20170613;000000;146.0000000
SBER;D;20170614;000000;143.0000000
SBER;D;20170615;000000;139.0000000
SBER;D;20170616;000000;141.6300000
SBER;D;20170619;000000;145.0000000
SBER;D;20170620;000000;144.9000000
SBER;D;20170621;000000;143.4900000
SBER;D;20170622;000000;144.2500000
SBER;D;20170623;000000;144.1000000
SBER;D;20170626;000000;144.4900000
SBER;D;20170627;000000;147.1000000
SBER;D;20170628;000000;145.5000000
SBER;D;20170629;000000;143.8000000
SBER;D;20170630;000000;145.5900000
SBER;D;20170703;000000;147.5000000
SBER;D;20170704;000000;149.3900000
SBER;D;20170705;000000;148.9600000
SBER;D;20170706;000000;150.3500000
SBER;D;20170707;000000;152.1600000
SBER;D;20170710;000000;155.0000000
SBER;D;20170711;000000;156.9100000
SBER;D;20170712;000000;160.8500000
SBER;D;20170713;000000;159.9400000
SBER;D;20170714;000000;161.4000000
SBER;D;20170717;000000;161.9800000
SBER;D;20170718;000000;161.7000000
SBER;D;20170719;000000;164.3400000
SBER;D;20170720;000000;163.9300000
SBER;D;20170721;000000;162.1000000
SBER;D;20170724;000000;161.3300000
SBER;D;20170725;000000;160.2200000
SBER;D;20170726;000000;161.5500000
SBER;D;20170727;000000;166.0000000
SBER;D;20170728;000000;165.4000000
SBER;D;20170731;000000;164.5300000
SBER;D;20170801;000000;166.3100000
SBER;D;20170802;000000;169.9000000
SBER;D;20170803;000000;170.0000000
SBER;D;20170804;000000;169.7300000
SBER;D;20170807;000000;172.7900000
SBER;D;20170808;000000;175.7500000
SBER;D;20170809;000000;173.4000000
SBER;D;20170810;000000;172.2000000
SBER;D;20170811;000000;172.0500000
SBER;D;20170814;000000;172.5100000
SBER;D;20170815;000000;172.3300000
SBER;D;20170816;000000;173.0500000
SBER;D;20170817;000000;172.7200000
SBER;D;20170818;000000;169.5000000
SBER;D;20170821;000000;169.9000000
SBER;D;20170822;000000;171.0000000
SBER;D;20170823;000000;175.3000000
SBER;D;20170824;000000;179.8000000
SBER;D;20170825;000000;180.5100000
SBER;D;20170828;000000;181.8500000
SBER;D;20170829;000000;181.8900000
SBER;D;20170830;000000;183.5000000
SBER;D;20170831;000000;183.5100000
SBER;D;20170901;000000;183.6600000
SBER;D;20170904;000000;184.1000000
SBER;D;20170905;000000;184.1400000
SBER;D;20170906;000000;183.1200000
SBER;D;20170907;000000;184.0000000
SBER;D;20170908;000000;185.8900000
SBER;D;20170911;000000;190.5000000
SBER;D;20170912;000000;189.3200000
SBER;D;20170913;000000;189.1000000
SBER;D;20170914;000000;188.6400000
SBER;D;20170915;000000;188.7500000
SBER;D;20170918;000000;188.0400000
SBER;D;20170919;000000;184.8500000
SBER;D;20170920;000000;186.4700000
SBER;D;20170921;000000;187.3800000
SBER;D;20170922;000000;187.5500000
SBER;D;20170925;000000;191.2000000
SBER;D;20170926;000000;192.5400000
SBER;D;20170927;000000;193.7000000
SBER;D;20170928;000000;191.9600000
SBER;D;20170929;000000;192.3300000
SBER;D;20171002;000000;193.0000000
SBER;D;20171003;000000;192.5000000
SBER;D;20171004;000000;192.0300000
SBER;D;20171005;000000;193.7400000
SBER;D;20171006;000000;194.1600000
SBER;D;20171009;000000;194.0000000
SBER;D;20171010;000000;193.2100000
SBER;D;20171011;000000;195.8300000
SBER;D;20171012;000000;195.5100000
SBER;D;20171013;000000;196.4800000
SBER;D;20171016;000000;197.7000000
SBER;D;20171017;000000;197.2000000
SBER;D;20171018;000000;195.3100000
SBER;D;20171019;000000;192.2000000
SBER;D;20171020;000000;192.9700000
SBER;D;20171023;000000;192.3400000
SBER;D;20171024;000000;192.5000000
SBER;D;20171025;000000;192.0400000
SBER;D;20171026;000000;192.7500000
SBER;D;20171027;000000;196.0500000
SBER;D;20171030;000000;195.0000000
SBER;D;20171031;000000;193.8000000
SBER;D;20171101;000000;194.0500000
SBER;D;20171102;000000;193.8500000
SBER;D;20171103;000000;193.8000000
SBER;D;20171107;000000;205.9600000
SBER;D;20171108;000000;209.0900000
SBER;D;20171109;000000;220.0500000
SBER;D;20171110;000000;217.7000000
SBER;D;20171113;000000;216.6100000
SBER;D;20171114;000000;221.4000000
SBER;D;20171115;000000;225.9500000
SBER;D;20171116;000000;227.5000000
SBER;D;20171117;000000;225.6500000
SBER;D;20171120;000000;224.6000000
SBER;D;20171121;000000;231.0000000
SBER;D;20171122;000000;230.2500000
SBER;D;20171123;000000;225.5600000
SBER;D;20171124;000000;228.0000000
SBER;D;20171127;000000;226.7600000
SBER;D;20171128;000000;230.0000000
SBER;D;20171129;000000;228.2000000
SBER;D;20171130;000000;224.3500000
SBER;D;20171201;000000;221.5000000
SBER;D;20171204;000000;224.6000000
SBER;D;20171205;000000;223.9100000
SBER;D;20171206;000000;223.7500000
SBER;D;20171207;000000;219.8100000
SBER;D;20171208;000000;220.8900000
SBER;D;20171211;000000;227.6900000
SBER;D;20171212;000000;227.9000000
SBER;D;20171213;000000;221.8000000
SBER;D;20171214;000000;229.9000000
SBER;D;20171215;000000;226.5300000
SBER;D;20171218;000000;227.4000000
SBER;D;20171219;000000;224.1000000
SBER;D;20171220;000000;226.0000000
SBER;D;20171221;000000;223.6000000
SBER;D;20171222;000000;221.4400000
SBER;D;20171225;000000;223.3000000
SBER;D;20171226;000000;223.5700000
SBER;D;20171227;000000;226.9800000
SBER;D;20171228;000000;224.2000000
SBER;D;20171229;000000;225.2000000
SBER;D;20180103;000000;231.9000000
SBER;D;20180104;000000;238.8000000
SBER;D;20180105;000000;238.6000000
SBER;D;20180109;000000;240.4000000
SBER;D;20180110;000000;237.7600000
SBER;D;20180111;000000;239.0000000
SBER;D;20180112;000000;237.7500000
SBER;D;20180115;000000;238.8500000
SBER;D;20180116;000000;239.6400000
SBER;D;20180117;000000;239.8200000
SBER;D;20180118;000000;245.5000000
SBER;D;20180119;000000;242.4500000
SBER;D;20180122;000000;243.9900000
SBER;D;20180123;000000;244.4000000
SBER;D;20180124;000000;247.5300000
SBER;D;20180125;000000;250.6400000
SBER;D;20180126;000000;247.0000000
SBER;D;20180129;000000;250.4800000
SBER;D;20180130;000000;257.8000000
SBER;D;20180131;000000;264.5000000
SBER;D;20180201;000000;263.2000000
SBER;D;20180202;000000;257.3200000
SBER;D;20180205;000000;255.6400000
SBER;D;20180206;000000;258.9400000
SBER;D;20180207;000000;257.5800000
SBER;D;20180208;000000;253.1900000
SBER;D;20180209;000000;250.1100000
SBER;D;20180212;000000;255.0500000
SBER;D;20180213;000000;258.3000000
SBER;D;20180214;000000;262.0300000
SBER;D;20180215;000000;264.5800000
SBER;D;20180216;000000;266.9900000
SBER;D;20180219;000000;266.8500000
SBER;D;20180220;000000;267.2200000
SBER;D;20180221;000000;279.2000000
SBER;D;20180222;000000;277.4900000
SBER;D;20180226;000000;279.9700000
SBER;D;20180227;000000;278.2100000
SBER;D;20180228;000000;272.4000000
SBER;D;20180301;000000;275.0000000
SBER;D;20180302;000000;273.0000000
SBER;D;20180305;000000;277.0000000
SBER;D;20180306;000000;274.0300000
SBER;D;20180307;000000;274.0000000
SBER;D;20180309;000000;274.6000000
SBER;D;20180312;000000;274.3000000
SBER;D;20180313;000000;273.9500000
SBER;D;20180314;000000;262.5000000
SBER;D;20180315;000000;254.5100000
SBER;D;20180316;000000;256.1500000
SBER;D;20180319;000000;255.0000000
SBER;D;20180320;000000;257.1500000
SBER;D;20180321;000000;268.8800000
SBER;D;20180322;000000;265.5000000
SBER;D;20180323;000000;262.0000000
SBER;D;20180326;000000;255.0000000
SBER;D;20180327;000000;258.0000000
SBER;D;20180328;000000;251.5000000
SBER;D;20180329;000000;252.9000000
SBER;D;20180330;000000;253.5700000
SBER;D;20180402;000000;249.9900000
SBER;D;20180403;000000;251.6000000
SBER;D;20180404;000000;255.6900000
SBER;D;20180405;000000;262.0000000
SBER;D;20180406;000000;256.7600000
SBER;D;20180409;000000;213.0000000
SBER;D;20180410;000000;215.4800000
SBER;D;20180411;000000;208.0000000
SBER;D;20180412;000000;212.2100000
SBER;D;20180413;000000;204.7000000
SBER;D;20180416;000000;192.0600000
SBER;D;20180417;000000;207.5000000
SBER;D;20180418;000000;215.8700000
SBER;D;20180419;000000;213.4500000
SBER;D;20180420;000000;215.3600000
SBER;D;20180423;000000;223.2500000
SBER;D;20180424;000000;223.0000000
SBER;D;20180425;000000;220.4500000
SBER;D;20180426;000000;220.7000000
SBER;D;20180427;000000;223.9100000
SBER;D;20180428;000000;224.8000000
SBER;D;20180430;000000;226.9900000
SBER;D;20180502;000000;229.0200000
SBER;D;20180503;000000;228.0300000
SBER;D;20180504;000000;228.5500000
SBER;D;20180507;000000;229.8600000
SBER;D;20180508;000000;226.7000000
SBER;D;20180510;000000;233.7000000
SBER;D;20180511;000000;235.7200000
SBER;D;20180514;000000;237.8000000
SBER;D;20180515;000000;231.3900000
SBER;D;20180516;000000;229.8000000
SBER;D;20180517;000000;226.0500000
SBER;D;20180518;000000;222.2000000
SBER;D;20180521;000000;226.2100000
SBER;D;20180522;000000;225.6000000
SBER;D;20180523;000000;221.0000000
SBER;D;20180524;000000;222.0100000
